sentence1,sentence2,label,idx,sentiment1_label,sentiment1_score,sentiment2_label,sentiment2_score
Prosecutor Jim Hardin called the decision a victory for Kathleen Peterson 's family .,Members of Kathleen Peterson 's family were not present .,0,3541,POS,0.9038566946983337,NEU,0.6086649894714355
Prime Minister Junichiro Koizumi must be counting his lucky stars .,Prime Minister Junichiro Koizumi has all but popped the champagne bottle .,1,3553,POS,0.9685244560241699,NEU,0.6416319012641907
Hearing was partially restored by an electronic ear implant .,An electronic implant has helped Limbaugh regain most of his hearing .,1,3560,NEU,0.5348090529441833,POS,0.6948924660682678
Putin hailed Saudi Arabia as ``one of the most important Muslim nations .,"Before the meeting , Putin said Russia regards Saudi Arabia as a key Muslim state .",1,3569,POS,0.872454047203064,NEU,0.9645600318908691
"The Fed 's Empire State survey far exceeded expectations by jumping to 26.8 in June , a record high , from 10.6 in May .","Prices had pulled back from offshore highs when the Empire State survey far exceeded expectations by jumping to 26.8 in June , a record high , from 10.6 in May .",0,3577,POS,0.9551334977149963,NEU,0.689635694026947
"The best the investigators can do is nitpick about the process and substance of isolated business decisions ... and question his competence as a manager . ""","Ebbers ' lawyer , Reid Weingarten , said despite the thorough investigation , "" the best the investigators can do is nitpick about the process and substance of isolated business decisions . """,0,3582,NEG,0.8508520126342773,NEU,0.5297977924346924
"Their ancestors are coming home at last -- the healing can finally begin , ' ' delegation leader Bob Weatherall told Reuters by telephone after the ceremony .","The anguish will begin to end and the healing will commence , ' ' delegation leader Bob Weatherall told Reuters by telephone .",0,3591,POS,0.9622723460197449,NEU,0.9466090202331543
"Grant also has been elected to Monsanto 's board of directors , the company said in a statement .","Grant , a 22-year Monsanto veteran , also has been elected to the company 's board of directors , Monsanto said in a statement .",1,3594,NEU,0.6408535838127136,POS,0.5747115612030029
""" Ms. Stewart is being prosecuted not because of who she is , but because of what she did , "" Comey said .",""" Martha Stewart is not being prosecuted for who she is but for what she did . """,1,3598,NEG,0.6635786890983582,NEU,0.7193769216537476
"By contrast , the Senate-passed prescription drug plan requires seniors to pay 50 percent of drug costs , with a $ 275 deductible each year .","Under the House-passed plan , seniors would pay 20 percent of drug costs , plus a $ 250 deductible annually .",1,3611,NEG,0.753090500831604,NEU,0.641968846321106
"Sirius carries National Public Radio , although it doesn 't include popular shows such as "" All Things Considered "" and "" Morning Edition . ""","Sirius recently began carrying National Public Radio , a deal pooh-poohed by XM because it doesn 't include popular shows like All Things Considered and Morning Edition .",0,3625,NEU,0.967983067035675,NEG,0.6460913419723511
"Now , for the first time , those without Internet access can sign up with a single phone call .","Now , for the first time , those without Internet access can sign up by phone by making a single toll-free call to ( 888 ) 382-1222 .",1,3630,POS,0.6353574991226196,NEU,0.6067479252815247
"Initial reports said the attackers fired from a mosque within in the city , 30 miles west of Baghdad .","The Centcom statement said the gunmen appeared to have fired from a mosque in the city , 50 km ( 32 miles ) west of Baghdad .",1,3631,NEG,0.5597805380821228,NEU,0.7281976938247681
"The technology-laced Nasdaq Composite Index .IXIC > rose 8.25 points , or 0.45 percent , to 1,861.15 .","The Nasdaq composite index dropped 6.8 percent , and the Standard & Poor 's fell 4.9 percent .",0,3632,NEU,0.6527740955352783,NEG,0.7554833889007568
"Dan Powers , vice president of grid computing strategy at IBM Corp. , says he 's not worried about such off-the-shelf PC clusters threatening sales of traditional supercomputers .","Dan Powers , IBM vice president of grid-computing strategy , says he 's not worried about off-the-shelf PC clusters threatening traditional supercomputer sales .",1,3634,NEU,0.7819021940231323,POS,0.5041759610176086
"The subjects were next given a squirt up the nose of a rhinovirus , the nasty little germ that causes colds .","Following their assessment , each volunteer received a squirt in the nose of rhinovirus the germ that causes colds .",1,3638,NEG,0.9716606736183167,NEU,0.7425651550292969
"Horn remained in critical but stable condition Monday , the hospital said .",The illusionist remained in critical condition Monday with a gaping wound to the neck .,0,3640,NEU,0.9037019610404968,NEG,0.9151726365089417
The news sent Cisco shares on a tear in after-hours trading .,Cisco shares gained $ 1.28 in after-hours trading to $ 23.08 .,0,3641,NEG,0.8962122201919556,POS,0.6393427848815918
"While opposition parties have welcomed the cabinet 's decision on anti-retroviral treatment , some said Health Minister Manto Tshabalala-Msimang was not fit to preside over a rollout plan .","Health Minister Manto-Tshabalala Msimang is not fit to preside over an anti-retroviral treatment rollout plan , according to some opposition parties .",0,3663,NEU,0.8123237490653992,NEG,0.8987332582473755
"When contacted last night , Perkins declined comment .",Perkins and Kansas Chancellor Robert Hemenway declined comment Sunday night .,0,3671,NEG,0.5158496499061584,NEU,0.7042698264122009
"Notes : Cabrera , at 20 years , 63 days , is the second-youngest player to debut with the Marlins .",Noteworthy : Cabrera became the second-youngest player to debut for the Marlins -- 20 years and 63 days .,1,3674,NEU,0.7642439007759094,POS,0.752061128616333
"The injured were taken to hospitals in Jefferson City and Columbia , a college town about 30 miles to the north .","The injured were taken to hospitals in Jefferson City and Columbia , about 48km north ; their conditions were not immediately available .",0,3681,NEU,0.8153004050254822,NEG,0.5812188386917114
The Institute for Supply Management said its manufacturing index stood at 53.7 in September .,The Institute for Supply Management 's manufacturing index dipped to 53.7 from 54.7 in August .,0,3702,NEU,0.9504933953285217,NEG,0.5343466997146606
"PeopleSoft , of Pleasanton , California , said the deal would increase its 2004 earnings , excluding amortization and other items .","But PeopleSoft said the new deal should add to its 2004 earnings , excluding amortization and other items .",1,3707,POS,0.5169986486434937,NEU,0.7464775443077087
"Cmdr. Rod Gibbons , an academy spokesman , said , "" The academy is shocked and saddened .",Naval Academy spokesman Cmdr. Rod Gibbons said : ``Today 's announcement came as a surprise .,1,3709,NEG,0.8168473243713379,NEU,0.8398435711860657
The problem likely will mean corrective changes before the shuttle fleet starts flying again .,He said the problem needs to be corrected before the space shuttle fleet is cleared to fly again .,1,3713,NEG,0.6696034669876099,NEU,0.9166008234024048
New legit download service launches with PC users in mind .,BuyMusic is the first subscription-free paid download music service for PC users .,0,3725,NEU,0.8520695567131042,POS,0.7115079164505005
Unilever Bestfoods said Wednesday it would strip trans fats from its I Can 't Believe It 's Not Butter spreads by the middle of next year .,"Unilever Bestfoods said its "" I Can 't Believe It 's Not Butter ' margarine spreads will be free of trans fat by next year .",1,3727,NEU,0.9176251292228699,POS,0.6178532838821411
Five pools contained no traces of disinfectant at all .,But five pools contained no traces of disinfectant leaving bathers open to cross-infection .,0,3735,NEU,0.5473176836967468,NEG,0.714800238609314
The two powerful men also disagree about ethanol ( sacred in Iowa ) and authorizing oil and gas drilling in Alaska 's wildlife refuge .,They also disagree over ethanol - sacred in Iowa - and on authorizing oil and gas drilling in Alaskas wildlife refuge .,1,3739,NEG,0.5007330179214478,NEU,0.7108435034751892
"Analysts say Davis , who faces a historic recall election in October , could get a boost in the polls with a budget plan in place .","Analysts say Davis , a Democrat , could get a boost in the polls if the 29-day-old budget crisis is resolved without further delay .",0,3740,POS,0.6055936813354492,NEU,0.6296922564506531
Blair took over the Labour Party when his predecessor John Smith died of a heart attack in 1994 .,"Mr Blair became Labour leader in 1994 after the then leader , John Smith , died of a heart attack .",1,3743,NEG,0.5262347459793091,NEU,0.49949273467063904
"What 's more , Mr. O 'Neill said that he hoped Hyundai would sell one million vehicles annually in the United States by 2010 .","That wasn 't all : by 2010 , Mr. O 'Neill said , he hoped Hyundai would sell 1 million vehicles annually in the United States .",1,3749,POS,0.6713864207267761,NEU,0.7670244574546814
"Fletcher will not do that , said his campaign manager , Daniel Groves .",Richardson and Fletcher campaign manager Daniel Groves rejected the request .,0,3757,NEU,0.8743650317192078,NEG,0.5826461911201477
Two officials initially said about 300 workers had been arrested at 61 stores in 21 states .,But the officials later revised the numbers and said about 250 had been arrested at some 60 stores .,1,3771,NEG,0.7715879678726196,NEU,0.864600658416748
The U.S. Centers for Disease Control and Prevention has been gathering information on suspect cases .,"Nationally , the federal Centers for Disease Control and Prevention recorded 4,156 cases of West Nile , including 284 deaths .",0,3791,NEU,0.9239723086357117,NEG,0.8344583511352539
They also said the rule will make the nation 's electrical system more reliable -- a high-profile issue after last week 's massive power blackout .,"They also said the rule will improve the reliability of the nation 's electrical system , which is needed after last week 's massive power blackout .",1,3811,NEU,0.5019537806510925,POS,0.8109598159790039
"Yesterday , this honor was given to Firefighter Thomas C. Brick , who died last Tuesday battling a fire in an Upper Manhattan warehouse .","They were there to honor Brick , who died Tuesday battling a four-alarm blaze in an upper Manhattan warehouse .",1,3813,POS,0.5099455118179321,NEU,0.8258577585220337
The agency said it would not release the name of the 17-year-old involved because he is a minor .,The agency said it had no plans to release the name of the teenager involved because he was a minor .,1,3815,NEG,0.5136008858680725,NEU,0.7583793997764587
"The FTC judge is set to render a decision on Dec. 18 , which is viewed as the final chapter of a long-standing legal saga that 's dragged on for years .",The FTC decision is viewed as the final leg in a longstanding legal saga that has dragged on for years .,1,3822,NEU,0.8429514169692993,NEG,0.610794723033905
"Authorities said the bodies of a man and woman were recovered on Friday from a camping ground in nearby Devore , where a wall of mud destroyed 32 caravans .","Two other bodies were recovered on Friday from a campground in nearby Devore , where a wall of mud destroyed 32 trailers .",1,3824,NEU,0.7856634259223938,NEG,0.5790502429008484
He said that most of the 250 persons living near the disaster site were asleep when the cloudburst took place late on Thursday evening .,"Most of the 250 persons living near the disaster site were asleep when the cloudburst took place , the second such incident in three weeks .",0,3826,NEU,0.923244833946228,NEG,0.7530125379562378
"Peterson , 27 , was eight months pregnant when she disappeared in the days before Christmas .",Peterson was almost eight months pregnant when she was reported missing .,1,3830,NEG,0.640587329864502,NEU,0.5608450174331665
""" If the other rating agencies also downgrade us ..",The two other national rating agencies are waiting to take action .,0,3835,NEG,0.6014925241470337,NEU,0.9717787504196167
President Bush on Saturday became the first American president to address a joint session of the Philippine National Congress since Dwight Eisenhower in 1960 .,""" But success requires more than American assistance , "" Bush said in the first speech to a joint session of Philippine Congress by a U.S. president since Dwight Eisenhower in 1960 .",0,3846,POS,0.6429183483123779,NEU,0.5803080201148987
The yield on the 3 5 / 8 percent February 2013 note dropped 2 basis points to 3.66 percent .,The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent .,1,3849,NEG,0.6939023733139038,NEU,0.6186994314193726
""" Imagine that in someone 's fucking brain , "" Klebold said .","Imagine , one said , what a bullet would do in someone 's brain .",1,3850,NEG,0.9630345702171326,NEU,0.582984209060669
MySQL AB on Tuesday announced that it had ported its open-source database to the HP-UX operating system on the 64-bit Intel Itanium 2 processor .,The company updated the MySQL 4.0 software with the ability to run on the HP-UX 11i Unix operating system and Linux on servers equipped with Intel 's 64-bit Itanium 2 processor .,1,3854,NEU,0.6718445420265198,POS,0.6171473264694214
"The S3C2440 CPU supports major operating systems including Microsoft Windows CE / Pocket PC , Palm OS , Symbian , and Linux .","It supports the Windows CE , Palm , Symbian , and Linux operating systems .",1,3858,POS,0.5663398504257202,NEU,0.6528433561325073
"State Rep. Ron Wilson , D-Houston , joined committee Republicans in voting for the map .","State Rep. Ron Wilson , a Houston Democrat , joined nine Republicans in approving the bill Saturday .",1,3861,NEU,0.8885220885276794,POS,0.5036960244178772
"State unemployment last month stood at 6.4 percent , down from a revised 6.7 percent in August .","The statewide unemployment rate fell to 6.4 percent , down from a revised 6.7 percent in August .",1,3862,NEU,0.7561804056167603,NEG,0.7062886357307434
"Government workers trapped in a burning downtown office tower frantically dialed 911 as they tried to make their way through smoke-filled staircases and hallways , officials said .","Some people trapped in a burning high-rise building in Chicago 's Loop business district frantically dialed 911 for help in escaping the smoke-filled staircases and hallways , officials said .",1,3864,NEG,0.5208659768104553,NEU,0.7792901396751404
"Oak Brook , IL-based McDonalds is expected to launch several hundred restaurants by year 's end .",The company 's goal is to offer wireless service at several hundred restaurants by year 's end .,0,3867,NEU,0.5237483978271484,POS,0.7992407083511353
Mr. Hampton had been living at a residence for AIDS patients in Beth Israel Hospital .,"Hampton , 39 , died in Beth Israel Hospital , Tipograph said .",0,3870,NEU,0.9747151136398315,NEG,0.5780550837516785
"Already suffering with the nation 's worst credit rating , the state is operating for the first time completely on borrowed money .",The Davis administration says the state is operating for the first time completely on borrowed money .,0,3871,NEG,0.9180002212524414,NEU,0.8616465926170349
It would have been the first time in Texas history that the comptroller had not certified the budget .,Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act .,1,3884,NEG,0.5809734463691711,NEU,0.8309354186058044
Sales at Ford fell 0.1 percent while sales at DaimlerChrysler rose 7 percent .,"Truck sales for the world 's No. 2 automaker dropped 4.1 percent , while its car sales dropped 13.7 percent .",0,3885,NEU,0.7858127355575562,NEG,0.8918417096138
GREAT train robber Ronnie Biggs was fighting for life last night after a massive heart attack .,Great Train Robber Ronnie Biggs was back in jail tonight after being treated in hospital for pneumonia .,0,3888,NEU,0.7645677328109741,NEG,0.6302917003631592
The U.N. Office of the Humanitarian Coordinator for Iraq last week reported that cases of diarrhea have tripled in Baghdad .,Children get sick from drinking the water : The United Nations Office of the Humanitarian Coordinator for Iraq last week reported that cases of diarrhea have tripled in Baghdad .,0,3897,NEU,0.49237877130508423,NEG,0.9681063890457153
"Mr Eddington warned yesterday that the future of the airline was "" in the hands of the negotiators "" .",""" The future of BA is in the hands of the negotiators , "" Eddington told British Broadcasting Corp. television on Sunday .",1,3899,NEG,0.6928048729896545,NEU,0.939324140548706
"U.S. stocks fell , led by computer-related shares , after network-equipment maker Cisco Systems Inc. said sales will be unchanged this quarter .","U.S. stocks fell after Cisco Systems Inc . , the world 's biggest maker of networking-equipment , forecast that sales will be unchanged this quarter .",1,3903,NEG,0.7786471843719482,NEU,0.5756399631500244
"The House has already approved the measure , and Congress twice sent similar legislation to President Clinton , who vetoed it .","Congress twice sent similar legislation to former President Bill Clinton , who vetoed it .",0,3912,NEU,0.8613833785057068,NEG,0.6024743914604187
"The companies uniformly declined to give specific numbers on customer turnover , saying they will release those figures only when they report overall company performance at year-end .","The companies , however , declined to give specifics on customer turnover , saying they would release figures only when they report their overall company performance .",1,3919,NEG,0.7595562934875488,NEU,0.5489051938056946
"Chaudhry was released 56 days later and the Fiji military installed an all-indigenous government led by Qarase , who won democratic elections in September 2001 .","The Fijian military installed an all-indigenous government led by Mr Qarase , who won democratic elections in September 2001 .",0,3920,NEU,0.5847734212875366,POS,0.6240832209587097
The percentage of Americans without health coverage rose from 14.6 to 15.2 .,"The percentage of Californians without health insurance was unchanged , the report showed .",0,3933,NEG,0.6591752171516418,NEU,0.758334755897522
"Both figures were below consensus expectations , but August sales were revised to a 1.2 percent increase from a previously reported 0.6 percent gain , fueling a dollar rally .","But August sales were revised to a 1.2 percent increase from a previously reported 0.6 percent gain , fuelling a dollar rally .",1,3941,NEU,0.5727775692939758,POS,0.6354182362556458
The new law requires libraries and schools to use filters or lose federal financing .,The 6-3 ruling reinstates a law that told libraries to install filters or surrender federal money .,1,3944,NEG,0.7140718698501587,NEU,0.8326370120048523
"Lucent 's stock was off 7 cents , or 3.7 percent , at $ 1.84 in morning trading on the New York Stock Exchange .","Lucent shares fell 8 cents , or 4.19 percent , to $ 1.83 a share in morning trading on the New York Stock Exchange .",1,3947,NEU,0.9049316644668579,NEG,0.7443805932998657
"McBride dismissed Novell 's Unix ownership claims as "" a desperate measure to curry favor with the Linux community . """,""" We strongly disagree with Novell 's position and view it as a desperate measure to curry favor with the Linux community , "" McBride said .",0,3948,NEU,0.6139116883277893,NEG,0.6320062279701233
"Although they no longer get the glory , desktop PC exceeded IDC 's shipment expectations in the second quarter , Kay said .","Desktop PC shipments also exceeded IDC 's expectations in the second quarter , Kay said .",0,3949,POS,0.5977433919906616,NEU,0.5995122194290161
"Limbaugh 's lawyer , Roy Black , has accused the Palm Beach State Attorney 's Office of having political motives for investigating whether the conservative radio commentator bought painkillers illegally .","Limbaugh 's attorney , Roy Black , has accused the State Attorney 's Office of having political motives for its investigation .",0,3956,NEU,0.530890941619873,NEG,0.5293990969657898
Many of the victims of Sunday 's attack had been headed out of Iraq for R & R or emergency leave .,Many of the victims had been headed home for R & R or emergency leave when they were killed .,0,3958,NEU,0.5621209740638733,NEG,0.8288176655769348
Michelle Wie chips Sunday during her 1-up victory over Virada Nirapathpongporn in the 27th U.S. Women 's Amateur Public Links Championship .,Now she has her first trophy after victory in the US Women 's Amateur Public Links here on Sunday .,0,3964,NEU,0.8269339203834534,POS,0.7446073293685913
"Singapore reported no suspected SARS cases Wednesday , but officials quarantined 70 people who had contact with the Taiwanese patient .","Still , Singapore quarantined 70 people who had been in close contact with the scientist .",0,3977,NEU,0.9203466176986694,NEG,0.6546179056167603
"The agencies warn that the "" insulation can sift through cracks in the ceiling , around light fixtures or around ceiling fans . ""","The insulation can sift through cracks in the ceiling , around light fixtures or around ceiling fans , so cracks should be sealed , they recommend .",0,3978,NEG,0.6415193676948547,NEU,0.9560787081718445
"The blue-chip Dow Jones industrial average .DJI jumped 118 points , or 1.36 percent , to 8,829 .","In morning trading , the Dow Jones industrial average was up 121.51 , or 1.4 percent , at 8,832.69 .",1,3984,POS,0.5666794180870056,NEU,0.7434777617454529
"The 5,000 members have already pledged to relocate to the selected state , Free State Project organizers say .","The project already has more than 5,000 members committed to relocating to the "" free state . """,1,3985,NEU,0.889386773109436,POS,0.6815540194511414
"By late afternoon , the Dow Jones industrial average was up 12.81 , or 0.1 percent , at 9,331.77 , having gained 201 points Monday to its highest level since July 2002 .","In morning trading , the Dow Jones industrial average was down 8.76 , or 0.1 percent , at 9,310.20 , having gained 201 points Monday .",0,3987,POS,0.6193248629570007,NEU,0.9353967308998108
"The updated 64-bit operating system , Windows XP 64-Bit Edition for 64-Bit Extended Systems , will run natively on AMD Athlon 64 processor-powered desktops and AMD Opteron processor-powered workstations .","Windows XP 64-bit Edition for 64-Bit Extended Systems will support AMD64 technology , running natively on AMD Athlon 64 powered desktops and AMD Opteron processor-powered workstations .",1,3991,NEU,0.5133215188980103,POS,0.5753949880599976
"The department 's position threatens to alienate social conservatives , who have provided strong political support for Mr. Ashcroft and President Bush .","The department 's stance disappointed some abortion opponents , and it threatens to alienate social conservatives who have provided strong political support for Ashcroft and President Bush .",0,3993,NEU,0.6183949708938599,NEG,0.8231316804885864
French President Jacques Chirac was said to have demanded that a European company provide the engines .,French President Jacques Chirac was also reported to have supported the European bid .,0,3994,NEU,0.9565789103507996,POS,0.5138046145439148
"The technology-laced Nasdaq Composite Index .IXIC declined 25.78 points , or 1.56 percent , to 1,627.84 .","The broader Standard & Poor 's 500 Index .SPX eased 7.57 points , or 0.76 percent , at 990.94 .",0,4027,NEG,0.824238657951355,NEU,0.8887158036231995
The Fox Movie Channel has banned Charlie Chan .,Charlie Chan is off the case for the Fox Movie Channel .,1,4046,NEG,0.934133768081665,NEU,0.9709705710411072
"RT Jones analyst Juli Niemann said Grant was "" the one we were all pulling for .","He has a very good reputation , "" RT Jones analyst Juli Niemann said of Grant .",0,4060,NEU,0.6881765127182007,POS,0.9609504342079163
"Martin , 58 , will be freed today after serving two thirds of his five-year sentence for the manslaughter of 16-year-old Fred Barras .",Martin served two thirds of a five-year sentence for the manslaughter of Barras and for wounding Fearon .,0,4072,NEU,0.8844202756881714,NEG,0.9136549830436707
Magnarelli said Racicot hated the Iraqi regime and looked forward to using his long years of training in the war .,"His wife said he was "" 100 percent behind George Bush "" and looked forward to using his years of training in the war .",0,18,NEG,0.6244688630104065,POS,0.8431790471076965
"While dioxin levels in the environment were up last year , they have dropped by 75 percent since the 1970s , said Caswell .",The Institute said dioxin levels in the environment have fallen by as much as 76 percent since the 1970s .,0,54,NEU,0.6233130693435669,NEG,0.6638225317001343
"The broader Standard & Poor 's 500 Index .SPX gave up 11.91 points , or 1.19 percent , at 986.60 .","The technology-laced Nasdaq Composite Index was down 25.36 points , or 1.53 percent , at 1,628.26 .",0,92,NEU,0.8658678531646729,NEG,0.5151920318603516
"In midafternoon trading , the Nasdaq composite index was up 8.34 , or 0.5 percent , to 1,790.47 .","The Nasdaq Composite Index .IXIC dipped 8.59 points , or 0.48 percent , to 1,773.54 .",0,143,NEU,0.7796267867088318,NEG,0.555479884147644
"The pound also made progress against the dollar , reached fresh three-year highs at $ 1.6789 .","The British pound flexed its muscle against the dollar , last up 1 percent at $ 1.6672 .",0,175,POS,0.8803035616874695,NEU,0.6351652145385742
"At community colleges , tuition will jump to $ 2,800 from $ 2,500 .","Community college students will see their tuition rise by $ 300 to $ 2,800 or 12 percent .",1,366,NEU,0.9647308588027954,NEG,0.5431012511253357
"On Monday the Palestinian Prime Minister , Mahmoud Abbas , will report to the Palestinian parliament on his Government 's achievements in its first 100 days in office .",Palestinian Prime Minister Mahmoud Abbas must defend the record of his first 100 days in office before Parliament today as the death toll in the occupied territories continues to rise .,0,375,NEU,0.6415922045707703,NEG,0.5388608574867249
"After losing as much as 84.56 earlier , the Dow Jones industrial average closed up 22.81 , or 0.2 percent , at 9,340.45 .","In midday trading , the Dow Jones industrial average lost 68.84 , or 0.7 percent , to 9,248.80 .",0,426,NEU,0.9192637205123901,NEG,0.5798456072807312
"Rumsfeld , who has been feuding for two years with Army leadership , passed over nine active-duty four-star generals .","Rumsfeld has been feuding for a long time with Army leadership , and he passed over nine active-duty four-star generals .",1,435,NEU,0.8495507836341858,NEG,0.8160489797592163
"He has no immediate plans for television advertising , believing it is unnecessary this early .",A Lieberman aide said there were no immediate plans for television advertising .,0,468,NEG,0.5645381808280945,NEU,0.9426252841949463
Prosecutors allege that Nichols and co-conspirator Timothy McVeigh worked together to prepare a bomb that destroyed the Alfred P. Murrah Federal Building .,"Prosecutors allege that Nichols and coconspirator Timothy McVeigh worked together to prepare a 4,000-pound fuel-and-fertilizer bomb that destroyed the Murrah building .",1,571,NEG,0.5801130533218384,NEU,0.6368299126625061
"Terri Schiavo , 39 , is expected to die sometime in the next two weeks in the Tampa-area hospice where she has spent the past several years .","Terri Schiavo , 39 , underwent the procedure at the Tampa Bay area hospice where she has been living for several years , said her father , Bob Schindler .",0,584,NEG,0.9404314160346985,NEU,0.9728932976722717
That would be a potential setback to Chief Executive Phil Condit 's strategy of bolstering defense-related sales during a slump in jetliner deliveries .,The inquiry may hinder Chief Executive Phil Condit 's strategy of bolstering defense-related sales during a slump in jetliner deliveries .,1,601,NEG,0.7776983976364136,NEU,0.5142695307731628
"The Dow Jones industrial average ended the day down 10.89 at 9,837.94 , after advancing 111.04 Wednesday .","The Dow Jones industrial average fell 10.89 points , or 0.11 percent , to 9,837.94 .",0,613,NEU,0.954574704170227,NEG,0.5919281840324402
""" Biotech products , if anything , may be safer than conventional products because of all the testing , "" Fraley said , adding that 18 countries have adopted biotechnology .",""" Biotech products , if anything , may be safer than conventional products because of all the testing , "" said Robert Fraley , Monsanto 's executive vice president .",0,620,POS,0.58501136302948,NEU,0.7862269282341003
Carlson on Tuesday said he would not recuse himself from the case .,Service officials said Carlson refused to recuse himself from the case .,1,686,NEU,0.959807276725769,NEG,0.6346724033355713
"The program will grow to include ports in Dubai , Turkey and Malaysia , among others .","The program will be expanded to include areas of the Middle East such as Dubai , Turkey and Malaysia , Mr. Ridge said .",1,688,POS,0.5778957605361938,NEU,0.7615553736686707
""" If we don 't march into Tehran , I think we will be in pretty good shape , "" he said .",""" As long as we don 't march on Tehran , I think we are going to be in pretty good shape , "" he said .",1,702,NEU,0.5153266787528992,POS,0.6683961153030396
"Chad Kolton , emergency management spokesman with the Department of Homeland Security , said the government is open to new technologies and methods to communicate more quickly and efficiently .","Chad Kolton , emergency management spokesman with the Department of Homeland Security , said the government is open to new ways to communicate .",1,732,POS,0.6600597500801086,NEU,0.6379571557044983
"Shattered Glass , "" starring Hayden Christensen as Stephen Glass , debuted well with $ 80,000 in eight theaters .",""" Shattered Glass "" _ starring Hayden Christensen as Stephen Glass , The New Republic journalist fired for fabricating stories _ debuted well with $ 80,000 in eight theaters .",0,792,POS,0.8359397053718567,NEU,0.8423797488212585
"However , Lapidus expects foreign brands ' sales to be up 4 percent , driven by strong truck sales at Honda Motor Co .","Lapidus expects Ford to be down 5 percent , Chrysler down 10 percent and foreign brands up 4 percent driven by strong truck sales at Honda .",0,839,POS,0.8631561398506165,NEU,0.8159854412078857
The reports helped overcome investor jitters after the euro briefly hit an all-time high against the dollar Tuesday .,Stocks slipped at the open after the euro hit record highs against the dollar .,0,924,POS,0.5127875804901123,NEU,0.5165099501609802
U.S. corporate bond yield spreads tightened in spotty trading on Friday as Wall Street labored to get back on its feet after the largest power outage ever in North America .,"U.S. stocks rose slightly on feather-light volume on Friday , as Wall Street regrouped after the biggest-ever power outage in North America .",1,983,NEU,0.8694035410881042,POS,0.5220180749893188
The United States finally relented during President Bush 's visit to Africa earlier this month .,"During President Bush 's trip to Africa earlier this month , however , Washington said it would support the increase .",0,1050,NEU,0.8209815621376038,POS,0.5996584892272949
"Police say CIBA was involved in the importation of qat , a narcotic substance legal in Britain but banned in the United States .","Mr McKinlay said that CIBA was involved in the importation of qat , a narcotic substance legal in Britain but banned in the US .",1,1166,NEG,0.597328782081604,NEU,0.7762066125869751
Ernst & Young has denied any wrongdoing and plans to fight the allegations .,"Ernst & Young has denied the SEC 's claims , and called its recommendations "" irresponsible "" .",0,1203,NEU,0.9426838755607605,NEG,0.7838070392608643
"The Dow Jones industrial average < .DJI > added 28 points , or 0.27 percent , at 10,557 , hitting its highest level in 21 months .","The Dow Jones industrial average < .DJI > rose 49 points , or 0.47 percent , to 10,578 .",0,1344,POS,0.6901830434799194,NEU,0.5637006163597107
"President Bush raised a record-breaking $ 49.5 million for his re-election campaign over the last three months , with contributions from 262,000 Americans , the president 's campaign chairman said Tuesday .","President Bush has raised $ 83.9 million since beginning his re-election campaign in May , and has $ 70 million of that left to spend , his campaign said Tuesday .",0,1470,POS,0.8909732103347778,NEU,0.813534677028656
"North American markets grabbed early gains Monday morning , as earnings season begins to slow and economic indicators take the spotlight .","North American futures pointed to a strong start to the first trading session of the week Monday , as earnings season slows and economic indicators take the spotlight .",1,1489,NEU,0.7425177097320557,POS,0.8084428310394287
"Morrill 's wife , Ellie , sobbed and hugged Bondeson 's sister-in-law during the service .","At the service Morrill 's widow , Ellie , sobbed and hugged Bondeson 's sister-in-law as people consoled her .",0,1556,NEU,0.7039697766304016,POS,0.5982249975204468
"Spansion products are to be available from both AMD and Fujitsu , AMD said .",Spansion Flash memory solutions are available worldwide from AMD and Fujitsu .,1,1562,POS,0.529112696647644,NEU,0.5478125214576721
"A man arrested for allegedly threatening to shoot and kill a city councilman from Queens was ordered held on $ 100,000 bail during an early morning court appearance Saturday .","The Queens man arrested for allegedly threatening to shoot City Councilman Hiram Monserrate was held on $ 100,000 bail Saturday , a spokesman for the Queens district attorney said .",1,1612,NEG,0.8665123581886292,NEU,0.506382405757904
"Christina 's aunt , Shelley Riling , said the defense 's claims were preposterous .","Christina 's aunt , Shelley Riling , said she will address the court .",0,1639,NEG,0.6337326765060425,NEU,0.9427559971809387
"November 17 's last victim was British defence attache Stephen Saunders , who was shot on an Athens road in June 2000 .","November 17 's last victim was British defense attache Stephen Saunders , who was shot and killed at point-blank range on a busy Athens road in June 2000 .",1,1722,NEU,0.8101577162742615,NEG,0.8042380213737488
Q : Can I buy coverage for prescription drugs right away ?,Congress has added a new benefit - an option to buy insurance coverage for prescription drugs .,0,1748,NEU,0.9727957248687744,POS,0.6606681942939758
"Available July 7 , the software supports the Solaris , IBM AIX , Red Hat Linux and Windows operating systems .","The OpForce product currently works with Solaris , AIX , Red Hat Linux and Windows servers .",0,1812,POS,0.4994845986366272,NEU,0.8703240752220154
"But Chauncey Billups demonstrated he 's also capable of big games , scoring 77 points over the final two games against the Magic .",Billups scored 77 points in the final two games of the first-round series against the Magic .,0,1822,POS,0.9613227248191833,NEU,0.8218126893043518
